Comment,Response Id,Response Date
The NC request for a 1115 waiver should NOT be approved unless NC expands eligibility for Medicaid to all who do not qualify for ACA or Medicare coverage.,209449,13 Jul 2016 13:34:25
I am greatly concerned about the real impact this will have on the children of North Carolina. As a Pediatric Nurse Practitioner I worry that children will loose access to care. Our current model serves our children well. Dismantling North Carolina Medicaid in incomprehensible. The failure of other state private models (TennCare anyone) should remind us of the pitfalls of this model.,209453,13 Jul 2016 14:36:20
"Everyone should have access to health coverage by closing the Coverage Gap. It's just the right thing to do. Can we do something for the human race and not because of greed, just once? Please?",209461,13 Jul 2016 16:00:19
"I am a pediatrician practicing over 30 years in NC.
The Medicaid system in NC, run by Community Care of NC (CCNC) has been a model of care delivery that has received national recognition. CCNC has saved the state millions of dollars. It has been budget neutral despite having much greater enrollment. It has provided untold number of kids a ""Medical Home"" where providers expert in the care of children, pediatricians, family practice doctors, physicians' assistants and nurse practitioners can provide continuity of medical care. It ensures that kids get needed preventive health care, immunizations, and coordinated care of both episodic and chronic illness in one place. This prevents needless use of the Emergency Department as a place of care for routine problems, and needless use of subspecialists, when the same care can be provided in the Medical Home for significantly less money. The waiver is to replace a system with low overhead with many different outside, for profit entities. This will force medical providers to deal with multiple different rules, regulations and payment systems. To make this system work, there will need to be money saved to pay the management entities. The only sources of this money would be to a) limit the types of services provided
b) limit the number of people eligible to receive services and c) limit the payment for these services to the providers. Children receiving Medicaid benefits typically have more medical needs. To limit the number of kids entitled to these benefits, and to cut the scope of what is covered would cause significant harm to our most vulnerable population. This could potentially prevent these kids from coming off Medicaid because of chronic disabilities that developed and could have been prevented. Reducing payments to providers can only drive many to stop taking Medicaid, limiting the availability of providers. NC Medicaid pays less than Medicare rates. At a minimum, Medicaid must pay at least as much as Medicare. Lower payments will drive providers to stop taking Medicaid. And in parts of the state where a practice may be 65+% Medicaid, payment cuts can be disastrous. Just because a medical service is covered doesn't mean patients have access to that service.

Our current Medicaid system is functioning well. It is partisan politics that is driving this waiver. I would urge you not to approve these changes.",209465,13 Jul 2016 16:16:38
"North Carolina must expand Medicaid, but the system is so wrecked by the current administration that I would not recommend allowing that administration to do reforms.",209469,13 Jul 2016 16:26:55
"I am a pediatrician practicing in Asheville and I have serious reservations about the proposed Medicaid reform. Having to deal with 5 different MCO's will increase time and money my office has to spend on each patient. My partners and I anticipate that we will be compensated less than before (which is disheartening since Medicaid rates have been flat for over ten years - not even keeping up with cost of living). Due to the loss of income and increase in time spent dealing with multiple MCOs, I believe it likely, that my practice will be unable to take on new Medicaid patients and further, that we may possibly be forced to stop seeing current Medicaid patients. It is not fair for the children of NC to have more barriers to care placed upon them. I would hope that this proposal be reconsidered. At the least, I would hope that it be rolled out in phases, where it is piloted in the less vulnerable adult Medicaid population and only be considered for children after a long and successful pilot phase.",209473,13 Jul 2016 20:43:30
"Please, North Carolina, expand health care services to those who, in many cases, can least afford what they desperately need. Reach out, North Carolina, and help your fellow citizens in need.",209477,14 Jul 2016 05:55:39
"As a primary health care provider in North Carolina, I strongly urge that North Carolina's Medicaid reform include expansion of Medicaid (new enrollment) to include those individuals currently ""caught in the gap"" and unable to receive benefits of the Affordable Care Act.
I also object to the capitated payment structure, corporate for-profit management, competing networks with overlapping, wasteful bureaucaries, and to the dismantling of the award-winning Community Care of North Carolina's non-profit provider-led networks.",209481,14 Jul 2016 06:56:03
"""I am a pediatric nurse practitioner working in rural NC. I have lived and worked here for over 17 years and have great respect for our Community Care of NC Medicaid program. We take care of over 20,000 children on Medicaid and CHIP. We are fortunate to have community-based care coordinators in our practice. I have reviewed the proposed 1115 Waiver proposal of the NC Department of Health and Human Services. I am opposed to your approving this waiver because I do not think private insurance companies can reinvent Community Care, especially if our practice has to deal with up to 15 different payers. Under Community Care, we deal with one payer and one community-based care coordination system. Please turn down the 1115 Waiver proposal of the NC Department of Health and Human Services.""",209485,14 Jul 2016 07:04:06
Medicaid expansion is long overdue. I've encountered multiple prospective clients or others who have family members or friends who cannot currently qualify for Medicaid and who forgo psychotherapy due to lack of funds. It's not that the need isn't there.,209489,14 Jul 2016 07:17:31
"As a clinical psychologist in independent practice in Chapel Hill, NC I strongly favor the inclusion of Expanision into the Reform Waiver -- so that non-disabled low income residents will be enrolled in the new Medicaid.",209493,14 Jul 2016 07:51:13
"I am a pediatric health professional in NC. I love our Community Care of NC Medicaid program. We take care of over 20,000 children on Medicaid and CHIP. We really like having the community-based care coordinators in our practice. I have reviewed the proposed 1115 Waiver proposal of the NC Department of Health and Human Services. I am opposed to your approving this waiver because I do not think private insurance companies can reinvent Community Care, especially if our practice has to deal with up to 15 different payers. Under Community Care, we deal with one payer and one community-based care coordination system. Please turn down the 1115 Waiver proposal of the NC Department of Health and Human Services.

I am a Psychiatric Nurse Practitioner practicing in an excellent progressive Integrated Behavioral Health Care Team within a large Pediatric Practice. The practice's support of the behavioral health needs of their patients and families is outstanding and exemplary. We have experienced significant success treating the psychiatric, emotional, social, cognitive, academic and familial needs of our patients through the complex integration of Pediatric Primary Care and Behavioral Health Care. This is achieved through the current model of NC Medicaid and would absolutely be deteriorated and unable to be supported through the proposed changes.

The mental health care of the Pediatric population and their families is a regional, state, and National epidemic issue which requires integrity and commitment to the proper allocation of resources. This has been judiciously achieved with the support of Community Care of NC Medicaid Program. This will not be possible given the proposed changes. Please turn down the 1115 Waiver proposal of the NC Department of Health and Human Services.

Thank you for your attention to this matter,
Jane Nichilo, PMHNP-BC",209497,14 Jul 2016 08:16:23
I support the current non-profit highly successful provider network along with the dire life saving need to expand Medicaid . We lose up to 500 lives yearly without this expansion.....is not taking action a former of premeditated legislated manslaughter? Think about this.,209505,14 Jul 2016 08:23:58
"As a physician, it pains me to see the effects of North Carolina legislature's willful limitation of health care to its citizens.",209509,14 Jul 2016 08:36:34
"I am a Nurse Practitioner and work at a free clinic in NC where we see over 6000 people in just one county who would almost all have Medicaid if we had accepted the expansion. In a country this rich we should not have to have free clinics in order for people to get some care. Without us, they would all be in Emergency rooms with huge costs of care, and they would not have Primary Care to manage their Diabetes, Hypertension and cholesterol. If we can control these it will save lives and costs",209513,14 Jul 2016 08:39:48
"I am really not optimistic about the proposed changes to the medicaid system. I serve a large medicaid population and will need to decrease the amount of medicaid patients I see if the medicaid system becomes too complex and burdensome. I know you guys are going to tell me that I am going to make more money because of all the cost savings, but lets be realistic, we all know that is not going to happen.

If you guys want to save money, make the current system more efficient. For example, improve the PDL. Make the information more accessible to physicians like the other big boy insurance companies do. The current PDL has 5 medications ""preferred"" for the treatment of lice. I have no idea which is most cost effective for the medicaid system. I know that some of the ""preferred"" treatments can cost over $200 for a treatment, but I have no idea how much it actually cost medicaid. If medicaid gave me an idea as to which is most cost effective, I would surely prescribe that one. Pretty simple concept, right? No need to nuke the whole system and hope the reconstruction will be better.",209521,14 Jul 2016 09:02:34
"As a primary care physician who has lived and practiced in North Carolina for 34 years and who has provided care to the uninsured for all of that time, the NC Medicaid Reform Demonstration waiver request is deeply flawed for the following reasons:
1. Capitated care as a structure for restrictions on cost thereby restricting care
2. Corporate, for-profit management which increases administrative costs
3. Competitive networks with overlapping wasteful bureaucracies
4. Dismantles the Community Care of North Carolina's well-developed non-profit, award-winning, provider-led regional networks which had some of the lowest administrative costs and the lowest annual increase in costs in the US
5. Lack of provision for North Carolinians who do not qualify for insurance. Specifically, this program does not provide expansion of Medicaid under the Affordable Care Act.

For those reasons, I request that you not allow this demonstration in its current form.

Charles van der Horst, MD FACP, FIDSA
Chapel Hill, NC",209525,14 Jul 2016 09:09:52
"As a CAC counselor for the Obamacare sign-in, I found that the majority of my clients were too poor to qualify for the minimum amount of wages, but making too much to receive Medicaid. I find this to be financially ridiculous and morally repugnant. I urge our NC legislature and governor to reconsider their decisions.",209529,14 Jul 2016 09:11:13
"The NC Medicaid Reform Demonstration waiver request is deeply flawed for the following reasons:
1. Capitated care as a structure for restrictions on cost thereby restricting care
2. Corporate, for-profit management which increases administrative costs
3. Competitive networks with overlapping wasteful bureaucracies
4. Dismantles the Community Care of North Carolina's well-developed non-profit, award-winning, provider-led regional networks which had some of the lowest administrative costs and the lowest annual increase in costs in the US
5. Lack of provision for North Carolinians who do not qualify for insurance. Specifically, this program does not provide expansion of Medicaid under the Affordable Care Act.
For those reasons, I request that you not allow this demonstration in its current form.

Chris Elkins PhD
Retired Associate Professor of Medicine
UNC Chapel Hill",209533,14 Jul 2016 09:27:20
"The NC Medicaid Reform Demonstration waiver request is deeply flawed for the following reasons:
1. Capitated care as a structure for restrictions on cost thereby restricting care
2. Corporate, for-profit management which increases administrative costs
3. Competitive networks with overlapping wasteful bureaucracies
4. Dismantles the Community Care of North Carolina's well-developed non-profit, award-winning, provider-led regional networks which had some of the lowest administrative costs and the lowest annual increase in costs in the US
5. Lack of provision for North Carolinians who do not qualify for insurance. Specifically, this program does not provide expansion of Medicaid under the Affordable Care Act.
For those reasons, I request that you not allow this demonstration in its current form.

Eric Meyer
Durham, NC",209537,14 Jul 2016 09:42:58
"The refusal to expand Medicaid amounts to an abdication of the duty to serve the people of North Carolina. People who do not have health insurance die prematurely. It is that simple.

I have practiced medicine in North Carolina since 1988. I am appalled that our government officials are so callous. Shouting that ""Medicaid is broken"" is not an excuse; it is a cop out!

We have the ability to improve the lives of more than 350,000 North Carolinians by expanding Medicaid. Ninety percent of the costs will be paid by the federal government. North Carolina will recoup any expenses by increased tax revenue and increased jobs that will come with expanding Medicaid.

I urge our members of the legislature to put politics aside and do what is right for the people of North Carolina.",209545,14 Jul 2016 10:01:29
"I support the following statements sent by a physician friend:

the NC Medicaid Reform Demonstration waiver request is deeply flawed for the following reasons:
1. Capitated care as a structure for restrictions on cost thereby restricting care
2. Corporate, for-profit management which increases administrative costs
3. Competitive networks with overlapping wasteful bureaucracies
4. Dismantles the Community Care of North Carolina's well-developed non-profit, award-winning, provider-led regional networks which had some of the lowest administrative costs and the lowest annual increase in costs in the US
5. Lack of provision for North Carolinians who do not qualify for insurance. Specifically, this program does not provide expansion of Medicaid under the Affordable Care Act.
For those reasons, I request that you not allow this demonstration in its current form.",209553,14 Jul 2016 11:46:02
"I am a general pediatrician practicing in rural NC for 20+ years. NC Medicaid WORKS there is no logical or sane reason to change a program that currently functions with a 6% administrative overhead to multiple entities who are ""allowed"" to have 12% administrative cost or more. Most pediatric practices in NC have 20-80% Medicaid patients. This change would restrict access by reducing the amount of providers who accept ""new"" Medicaid. This would shift care to more costly ERs and away from well established medical homes. This plan would be bad for children and their families, and would result in more costly, fragmented care for NC's most vulnerable citizens.",209565,14 Jul 2016 12:42:02
"As a pediatrician with over 15 years experience in the state, I am profoundly concerned by the proposed waiver. Medicaid cuts have already left our practice as the only one in all of southeastern North Carolina accepting new patients with Medicaid. Anything that increases our overhead, such as dealing with a potential 15 different payers just for Medicaid, or increases the complexity of our care, such as complying with 15 different sets of care guidelines, threatens our continued viability.

I also must emphasize that Pediatrics is a statewide practice, not a regional one. The waiver as constructed threatens to leave us nowhere to send children with orthopedic issues, genetic diseases, or complex congenital heart disease, as all these conditions require referral to the academic medical centers clustered in the central part of the state. Likewise, children and young families are highly mobile, and the regional networks threaten our ability to care for children who move from Greensboro or Asheville and need care immediately upon arriving in Wilmington.

One of the mandates of the Medicaid program is to provide accessible care to its recipients, most of whom are children. This waiver, if implemented as written, virtually guarantees the failure of that mandate. I am happy to speak further or answer any questions.

David L. Hill, MD, FAAP
KidzCare Pediatrics Wilmington, NC
910-392-5634",209569,14 Jul 2016 13:36:47
"NC Medicaid reform is an absolute terrible idea. North Carolina Medicaid expansion is NEEDED. A reform will reduce care availability, as well as compliance due to different issue; Mainly the issue of transportation. A medicaid reform will reduce and cut jobs for many individuals across North Carolina. Medicaid Reform will eliminate Patient Centered Medical Homes and create Person Center Health Communities. This will create over populated Health Communities and greatly reduce the quality of care that patients currently receive at PCMH facilities. By expanding Medicaid in this state it will allow providers to continue to grow as companies and build in the rural communities that is falsely believed to benefit from North Carolina Medicaid reform. Many providers now participate in PCMH programs that allow them to track and follow up with all patients needing and receiving current care. A Medicaid reform will restrict patients' choices and voice in choosing their medical provider which will reduce patient compliance. A medicaid reform for the state of North Carolina is not needed; A MEDICAID EXPANSION IS!!",209573,14 Jul 2016 13:46:02
"I am a pediatric health professional in NC. I love our Community Care of NC Medicaid program. We take care of over 20,000 children on Medicaid and CHIP. We really like having the community-based care coordinators in our practice. I have reviewed the proposed 1115 Waiver proposal of the NC Department of Health and Human Services. I am opposed to your approving this waiver because I do not think private insurance companies can reinvent Community Care, especially if our practice has to deal with up to 15 different payers. Under Community Care, we deal with one payer and one community-based care coordination system. Please turn down the 1115 Waiver proposal of the NC Department of Health and Human Services.",209577,14 Jul 2016 13:55:27
"Why is the state of NC trying to ruin the Medicaid system when the current way it is delivered is working? I am very concerned with the changes that will happen bringing in MCO's. Please reconsider what our General Assembly has proposed. This proposal was not asked for by DHHS ,Secretary of HHS, or the doctors of this state. Why then is it even being considered. I will tell you what I think. It is all about the POLITICS. It is not about children or the doctors. To me their only concern will be how can they make a profit off our Medicaid system, our pediatricians and mostly our children!
Thanks for the opportunity to make a comment. Margie Scully Practice Manager for Asheville Pediatric Associates.",209581,14 Jul 2016 14:00:52
Please expand Medicaid coverage in North Carolina. Many low income individuals are not receiving the insurance coverage they need.,209585,14 Jul 2016 14:24:35
"PLEASE KEEP MEDICAID FOR N.C. ,OUR CHILDREN NEED IT",209589,14 Jul 2016 14:35:09
Hard workers need to have health care.,209593,14 Jul 2016 14:47:12
"It is a no brainer to expand Medicaid to 500,000 North Carolinians. With appropriate doctors' reimbursements and accurate accounting, this can only be beneficial to the people of our state. I am not a medical professional nor involved in medicine at all, but it seems to be our state will be healthier if everyone -or nearly all- have early access to preventive medical care.",209597,14 Jul 2016 15:02:54
"As an employee that works for a federally qualified health center I think that Medicaid expansion is crucial. As a certified application counselor I assist consumers with the health insurance market place application daily. The hardest part of my job is having to tell them that they don't qualify for financial assistance because they don't make enough money. ""It sounds like crazy talk"" said Tasha a recent consumer that I assisted. ""I think that people should be able to access any level of care from primary to specialty"" said Carol another consumer that I recently assisted who was not eligible for subsidies. I agree with the both of them and I think that the only way that we will be able to close this gap is by expanding our Medicaid program.",209601,14 Jul 2016 15:25:12
"Strongly oppose this demonstration. The lawmakers of NC have repeatedly demonstrated their contempt for the poor people of this state in the last several years, and giving them this leeway will undoubtedly damage the most vulnerable people in this state.",209605,14 Jul 2016 15:28:24
"In order for people to be productive, they need to be healthy. In order to help ensure their health, they need health insurance so they can keep up with their health and take all preventive measures to stay healthy. Individuals who are working hard but not making enough funds to afford healthcare could use some assistance. The fact that they are working should be a qualifying not a disqualifying factor in consideration as to their eligibility. Let's not encourage laziness. They are trying to improve their lives and should not be disqualified from eligibility. If non working adults with children qualify, what incentive would a hard working individual struggling to make ends meet have to continue working? We need a productive workforce!
Dr. Ridge",209609,14 Jul 2016 15:33:03
"North Carolina's Medicaid reform plan lacks the most important change needed to improve health care for North Carolinians and strengthen the provider community — Medicaid expansion! Medicaid coverage should be extended to all adults ages 18-64 with incomes at or below 138% of the Federal Poverty Level (FPL). In North Carolina, expanded Medicaid would cover more than 400,000 people; at least 244,000 of those in the Coverage Gap are uninsured as a result.
In 2014, 43% of all community health center patients in North Carolina were uninsured and more than 70% of patients lived at or below 100% FPL. Community health center staff see firsthand the significant health challenges and barriers to needed services that these uninsured and low-income patients face. In North Carolina, nearly 40,000 women are not receiving recommended preventive screenings, 27,044 diabetics cannot get much needed medications, and 45,500 individuals with depression are not getting the treatment they need. In fact, providers often have to modify treatment plans for uninsured patients because of their inability to afford a specialist visit or pay for needed medications.

With Medicaid expansion, community health centers in North Carolina could better coordinate the full spectrum of care their patients need. Medicaid expansion would also bring new income to the community health centers that would enable them to expand sites and services, hire new staff, and integrate and improve the care they provide.
Don't let North Carolina's Medicaid program continue to leave out the most important change for our state's health. We need North Carolina to expand Medicaid!",209613,14 Jul 2016 15:34:17
,209617,14 Jul 2016 15:44:28
"North Carolina's Medicaid reform plan lacks the most important change needed to improve health care for North Carolinians and strengthen the provider community — Medicaid expansion! Medicaid coverage should be extended to all adults ages 18-64 with incomes at or below 138% of the Federal Poverty Level (FPL). In North Carolina, expanded Medicaid would cover more than 400,000 people; at least 244,000 of those in the Coverage Gap are uninsured as a result.

In 2014, 43% of all community health center patients in North Carolina were uninsured and more than 70% of patients lived at or below 100% FPL. Community health center staff see firsthand the significant health challenges and barriers to needed services that these uninsured and low-income patients face. In North Carolina, nearly 40,000 women are not receiving recommended preventive screenings, 27,044 diabetics cannot get much needed medications, and 45,500 individuals with depression are not getting the treatment they need. In fact, providers often have to modify treatment plans for uninsured patients because of their inability to afford a specialist visit or pay for needed medications.

With Medicaid expansion, community health centers in North Carolina could better coordinate the full spectrum of care their patients need. Medicaid expansion would also bring new income to the community health centers that would enable them to expand sites and services, hire new staff, and integrate and improve the care they provide.

Don't let North Carolina's Medicaid program continue to leave out the most important change for our state's health. We need North Carolina to expand Medicaid!",209621,14 Jul 2016 15:45:29
"Community Care of North Carolina, a nonprofit, has an excellent record for keeping administrative costs low. Moreover, North Carolina's proposal sidesteps the urgent need to expand Medicaid coverage under the Affordable care Act.

The combination of expanded Medicaid coverage administered under the current nonprofit model is what North Carolina needs.




5. Lack of provision for North Carolinians who do not qualify for insurance. Specifically, this program does not provide expansion of Medicaid under the Affordable Care Act.",209625,14 Jul 2016 15:56:18
Please approve Medicaid expansion for the state of NC.,209629,14 Jul 2016 15:57:31
have a heart for poor people please,209633,14 Jul 2016 15:57:37
Please approve Medicaid expansion.,209637,14 Jul 2016 15:58:08
"I represent a pediatric practice seeing patients from the poorest county within the state. More than half of our patients are insured by Medicaid. To consider not expanding Medicaid will most certainly and detrimentally affect our bottom line but will, unfortunately, have the greatest impact upon our kids and our families. It would seem many decisions regarding proposed change have been isolated to budgetary concerns and a response to private parties lobbying for change. The current system is not perfect or without opportunities for improvement...but it does work. The stage is being set for corporate entities to benefit at the expense of our kids. As they rake their overhead portion of the management fee, proposed reimbursement will inevitably be reduced leaving providers with few options but referral to urgent and emergency care, ultimately affecting the quality of care.

The current system is efficient and streamlined enough to manage the patient's care. However, with the addition of multiple entities, with varying practices and procedures and a for-profit mindset, to manage the patient through each stage of care, seemingly will create chaos and ultimately affect the timeliness and quality of care we all strive to provide.

Walk A Mile in Our Shoes!!",209641,14 Jul 2016 16:20:01
"I oppose NC being issued a waiver and hope that the request should be denied.

As a long term resident of NC with multiple generations of my family living and working in NC, I do not think the proposed changes are in the best interest of of North Carolina's citizens and will degrade the quality of health care available.

Roy Schonberg
Orange County, NC",209645,14 Jul 2016 16:21:16
"Medicaid is a hugely important service in NC. My daughter, age 55, although she worked for many years, is now unable.
The treatment she receives from Medicaid allows her to live alone and function in society. Please consider human beings when you consider ""reforms""",209649,14 Jul 2016 16:28:35
,209653,14 Jul 2016 17:12:23
North Carolina citizens would profoundly benefit from Medicaid expansion. Thank you for your consideration.,209657,14 Jul 2016 17:26:59
"It is vitally important that all people have access to healthcare. Currently, the lack of participation in the Medicaid expansion is unacceptable. As someone who works in healthcare, it is so sad to see people who are unable to afford care and end up in an ER because they have no other choice. We must do something about this, everyone needs access to care.",209661,14 Jul 2016 17:29:08
"As a Federally Qualified Health Center provider, I work at a local homeless shelter, where folks with families, from many walks of life living paycheck to paycheck, end up losing a job that means losing all their supports, including health care services .. many of these folks have no idea of what is available to them, if only Medicaid was available ..

Deserving people deserve proper health care ...",209665,14 Jul 2016 17:43:10
"My practice is one of the highest Medicaid volume practices in the Charlotte metro area. If the current proposal goes through, we will be forced to close to new Medicaid patients at a minimum. It is very likely we could withdraw from the program all together, thus forcing thousands of patients to find a new provider. Ethically, I have a serious problem with this situation. CCNC has proven it's value over the years. NC has lead the country in Medicaid metrics in the past. I fear this will be lost with the new proposal. Most importantly, I think we will create serious problems in caring for pediatric patients by applying the same policies and reforms to all ages of Medicaid recipients. The highest cost, and thus higher ROI for reform, is by starting with the adult population. Don't sacrifice the health of our children by applying the same broad stroke, one size fits all, methodology to all Medicaid recipients. At a minimum, a staged implementation for reform, with pediatrics being last, would be the most sensible compromise. In short, I feel the current proposal is short sighted and will be low value (high cost, low quality) in the future. The legislature has to understand that a program which does not meaningfully engage physicians and providers, thus having our support, is doomed to fail! We can't afford it financially. We can't afford it ethically. Policymakers, as well as providers, are in positions of influence and privilege. We owe our fellow North Carolinians a better path forward that what is currently proposed.",209669,14 Jul 2016 17:53:42
"I oppose NC's Medicaid Reform because it does not include accepting the Medicaid expansion under the Affordable Care Act and will thus leave many of the working poor without any coverage, it will restrict care and increase costs and wasteful bureaucracies, and it will dismantle the very successful provider-led Community Care of NC,",209673,14 Jul 2016 18:06:40
"North Carolina's Medicaid reform plan lacks the most important change needed to improve health care for North Carolinians and strengthen the provider community — Medicaid expansion! Medicaid coverage should be extended to all adults ages 18-64 with incomes at or below 138% of the Federal Poverty Level (FPL). In North Carolina, expanded Medicaid would cover more than 400,000 people; at least 244,000 of those in the Coverage Gap are uninsured as a result.

In 2014, 43% of all community health center patients in North Carolina were uninsured and more than 70% of patients lived at or below 100% FPL. Community health center staff see firsthand the significant health challenges and barriers to needed services that these uninsured and low-income patients face. In North Carolina, nearly 40,000 women are not receiving recommended preventive screenings, 27,044 diabetics cannot get much needed medications, and 45,500 individuals with depression are not getting the treatment they need. In fact, providers often have to modify treatment plans for uninsured patients because of their inability to afford a specialist visit or pay for needed medications.

With Medicaid expansion, community health centers in North Carolina could better coordinate the full spectrum of care their patients need. Medicaid expansion would also bring new income to the community health centers that would enable them to expand sites and services, hire new staff, and integrate and improve the care they provide.

Don't let North Carolina's Medicaid program continue to leave out the most important change for our state's health. We need North Carolina to expand Medicaid!",209677,14 Jul 2016 18:12:42
"As a physician I have cared for patients with malignancies and no insurance. This had been extremely difficult for patients most often leading to a delay in diagnosis with more advanced disease and more debilitated patients before any treatment can be begun. My personal experience mirrors national data demonstrating inferior outcomes and higher death rates. On more than one occasion I have had patients decline any therapy concerned that they may bankrupt their families. It is morally unacceptable to deny coverage to 300,000 folks in NC who have no other health coverage options, those who fall into the gap below 100% of the federal poverty limit. Best estimates are that it would cost the state less than $1000/patient to provide them with excellent medical coverage (total cost less than $300 million when all costs and increased state revenues are considered). In a state budget of $22.7 billion with $2 billion in tax breaks given in recent years it is not only unreasonable but unethical to leave the most vulnerable of our fellow citizens without acceptable life saving care. Expand Medicaid as per the ACA - there have rarely been such cost beneficial legislation as this in our state and no risk that costs will go up; several states have already passed co-legislation that if the state percentage is raised above 10% their states will no longer participate. Richard Foulke, MD",209681,14 Jul 2016 18:27:01
North Carolina's medicaid system is a disgrace. MANY lost access to healthcare as a result of NC not expanding the program. MANY who can't afford to pay for the joke of 'affordable healthcare' have declined in health due to the inability to afford healthcare or insurance. I can't believe that our state has so many who have 'fallen through the cracks' due to this. Does our state truly care that little for it's residents that it allows the poor and sick to suffer. It's disgusting.,209685,14 Jul 2016 18:28:05
"One of my dear patients just died. He was 55. He was diagnosed with hepatitis C over 10 years ago, and although he worked hard physical jobs, he was never provided insurance and his income was too low to qualify for ACA. Thus, he refused referral for treatment, as he knew he would be unable to pay. He died of a liver cancer that was caused by his untreated hep C infection, an infection that is curable. This was a tragic and unnecessary death, directly linked to NC's failure to expand Medicaid.",209689,14 Jul 2016 18:59:44
"North Carolina's Medicaid reform plan lacks the most important change needed to improve health care for North Carolinians and strengthen the provider community — Medicaid expansion! Medicaid coverage should be extended to all adults ages 18-64 with incomes at or below 138% of the Federal Poverty Level (FPL). In North Carolina, expanded Medicaid would cover more than 400,000 people; at least 244,000 of those in the Coverage Gap are uninsured as a result.

In 2014, 43% of all community health center patients in North Carolina were uninsured and more than 70% of patients lived at or below 100% FPL. Community health center staff see firsthand the significant health challenges and barriers to needed services that these uninsured and low-income patients face. In North Carolina, nearly 40,000 women are not receiving recommended preventive screenings, 27,044 diabetics cannot get much needed medications, and 45,500 individuals with depression are not getting the treatment they need. In fact, providers often have to modify treatment plans for uninsured patients because of their inability to afford a specialist visit or pay for needed medications.",209693,14 Jul 2016 19:32:06
I am a Pediatric Surgical Specialist trained to manage complicated congenital defects in children. At present the NC Medicaid single system allows children throughout the state to be seen by me without significant difficulty to them. It works very well. Multiple plans throughout the state will block or make it very difficult for the children to get in to see a specialist if they are not available in that part of the state. There are a limited number of pediatric surgical specialist in the state.,209697,14 Jul 2016 19:39:06
"I have been a pediatrician in rural NC for 25 years and our 6 providers and 40 staff take care of over 10,000 patients and about 60% are on medicaid. The proposed changes are a huge threat to our ability to continue to provide medical care to these children, many of whom have chronic serious medical problems. The current system in NC, the Community Care of NC network has been successful in a state wide, uniform effort to reduce cost and improve quality. The proposed complex, for-profit plan is far more complicated, creates a new level of bureaucracy and puts the children of our state at the mercy of a non physician led collection of insurance entities that will compete in a race for the bottom line. We simply cannot exist in that environment. We are barely hanging on financially with the most recent cuts in medicaid reimbursement, We are open 7 days a week and evenings. The thought of dealing with multiple insurance companies instead of the one entity we have now will be the final straw. Our practice may simply collapse, as young physicians leave, enormous gaps open in cash flow, and senior doctors simply quit in disgust. Please reconsider this ill advised proposal.",209701,14 Jul 2016 19:40:09
The present NC Medicaid system functions well. I am a health care professional who cares for Medicaid children in NC. The complexity of a new system with potentially 12-15 areas throughout the state will make the administrative assistance I can provide to my patients almost impossible and financially untenable.,209705,14 Jul 2016 19:45:19
"Our practice, after 35 years serving the poorest children here in rural North Carolina, has never face such a threat as the 1115 waver. CCNC has worked. A complex network of for profit companies with a 15% over head that will come out of the already underfunded medicaid provider networks will be the last straw. Stop this outrageous maneuver to put more money in the pockets of insurance companies and undermine our ability to care for these kids!!!",209709,14 Jul 2016 19:57:40
"Our practice provides service for young children with Medicaid and if the CCNC was to be ended and for profit MCO would take over, it would make it impossible to continue the excellent care we provide.

C.Ozturk,MD",209713,14 Jul 2016 19:58:26
"I am a pediatric subspecialist in North Carolina, who has been in practice for 20 years. Over 50% of my practice is Medicaid based. I see over 2500 patients per year. CCNC in North Carolina has been excellent for my patients, in terms of access to care, quality of care, and value to our state ( 6% administrative overhead).

I have had experience in other states with managed Medicaid, and it was a disaster for patient care. I would go so far as to say that it was abusive to patients, and fiscally punitive to providers. The medical office staff were sent running in circles to try to care for our patients. If the waiver goes through I will not take Medicaid.",209717,14 Jul 2016 19:58:44
"Do not allow managed care organizations take over CCNC, which is doing an amazing job in NC of taking care of children.

Pediatrician in Raleigh ,NC",209721,14 Jul 2016 19:59:50
CCNC has done a fine job. Keep sick children out of emergency rooms by supporting this primary care network. Many practices will withdraw from medicaid if 1115 goes through. The current waver proposal creates an enormous bureaucratic mess that is totally unnecessary.,209725,14 Jul 2016 20:01:14
"If Medicaid Reform goes through, it will be very difficult for the children in need for specialized care to find a specialist that will take their specific MCO or PLE. This will delay or make it impossible for them to get the care they need. We are strongly against removing CCNC.

Little Oaks Pediatrics",209729,14 Jul 2016 20:02:27
"I have witnessed an MCO transition in GA and I know first hand how restrictive it was for children who were in need for care. We can not allow this to happen to our children here in NC!

C.Ozturk,MD",209733,14 Jul 2016 20:05:18
"I want to voice my opinion that the North Carolina Medicaid waiver is bad for children in our state. I practiced in Detroit as a pediatric urologist prior to moving to North Carolina, where I witnessed two of four managed care organizations go bankrupt, and with it, any semblance of care vanished. I think the Medicaid waiver will cost more and have less value than the current system.",209737,14 Jul 2016 20:13:42
